カードID=01100410CA138C1D
利用年月日,定期,鉄道会社名,入場駅/事業者名,定期,鉄道会社名,出場駅/降車場所,利用額(円),残額(円),メモ
2015/08/30,,JR東,上野,,JR東,東京,0,1500,窓出
2015/08/30,,JR東,東京,,,,1730,1500,磁気券購入
2015/08/30,,JR東,東京,,,,-1000,3230,現金ﾁｬｰｼﾞ
2015/08/30,,JR東,東京,,,,-1000,2230,現金ﾁｬｰｼﾞ
2015/08/28,,東武,五反野,,,,-1000,1230,現金ﾁｬｰｼﾞ
2015/08/23,,東武,栃木,,東武,五反野,885,230,
2015/08/23,,東武,栃木,,,,-1000,1115,現金ﾁｬｰｼﾞ
2015/08/22,,東武,五反野,,東武,栃木,885,115,
2015/08/22,,東武,五反野,,,,-1000,1000,現金ﾁｬｰｼﾞ
2015/08/17,,東武,栃木,,東武,五反野,885,0,
2015/08/17,,東武,五反野,,,,-10,885,現金ﾁｬｰｼﾞ
2015/08/17,,,,,,,130,875,物販
2015/08/17,,東武,栃木,,,,-1000,1005,現金ﾁｬｰｼﾞ
2015/08/12,,東武,五反野,,東武,栃木,885,5,
2015/08/12,,東武,栃木,,,,-390,890,現金ﾁｬｰｼﾞ
2015/08/09,,東武,栃木,,東武,五反野,885,500,
2015/08/09,,東武,栃木,,,,-1000,1385,現金ﾁｬｰｼﾞ
2015/08/08,,東武,五反野,,東武,栃木,885,385,
2015/08/08,,東武,五反野,,,,-1000,1270,現金ﾁｬｰｼﾞ
2015/08/03,,メトロ,月島,,メトロ,豊洲,53,270,
2015/08/03,,都営,新御徒町,,都営,月島,216,323,
2015/08/03,,TX,北千住,,TX,新御徒町,247,539,
2015/08/03,,東武,五反野,,東武,北千住,144,786,
2015/08/02,,東武,栃木,,東武,五反野,885,930,
2015/08/02,,東武,五反野,,,,-1000,1815,現金ﾁｬｰｼﾞ
2015/08/01,,東武,五反野,,東武,栃木,885,815,
2015/07/26,,東武,栃木,,東武,五反野,885,1700,
2015/07/25,,東武,五反野,,東武,栃木,885,2585,
2015/07/20,,東武,栃木,,東武,五反野,885,3470,
2015/07/18,,東武,五反野,,東武,栃木,885,4355,
2015/07/12,,東武,栃木,,東武,五反野,885,5240,
2015/07/11,,東武,五反野,,東武,栃木,885,6125,
2015/07/05,,東武,栃木,,東武,五反野,885,7010,
2015/07/04,,東武,五反野,,東武,栃木,885,7895,
2015/07/02,,JR東,東京,,,,1410,8780,磁気券購入
2015/07/02,,東武,北千住,,,,-10000,10190,現金ﾁｬｰｼﾞ
2015/06/28,,東武,栃木,,東武,五反野,885,190,
2015/06/28,,東武,栃木,,,,-1000,1075,現金ﾁｬｰｼﾞ
2015/06/27,,東武,五反野,,東武,栃木,885,75,
2015/06/21,,東武,栃木,,東武,五反野,885,960,
2015/06/21,,東武,五反野,,,,-1000,1845,現金ﾁｬｰｼﾞ
2015/06/20,,東武,五反野,,東武,栃木,885,845,
2015/06/20,,東武,五反野,,,,-1000,1730,現金ﾁｬｰｼﾞ
2015/06/19,,都営,新御徒町,,都営,月島,216,730,
2015/06/19,,TX,青井,,TX,新御徒町,288,946,
2015/06/19,,TX,青井,,,,-1000,1234,現金ﾁｬｰｼﾞ
2015/06/14,,東武,栃木,,東武,西新井,885,234,
2015/06/14,,東武,栃木,,,,-1000,1119,現金ﾁｬｰｼﾞ
2015/06/13,,東武,五反野,,東武,栃木,885,119,
2015/06/12,,東武,五反野,,,,-1000,1004,現金ﾁｬｰｼﾞ
2015/06/08,,東武,五反野,,メトロ,築地,339,4,
2015/06/08,,メトロ,築地,,,,-140,343,現金ﾁｬｰｼﾞ
2015/06/07,,東武,栃木,○,東武,新越谷,802,203,
2015/06/07,,東武,栃木,,,,-1000,1005,現金ﾁｬｰｼﾞ
2015/06/06,○,東武,新越谷,,東武,栃木,802,5,
2015/06/06,,東武,栃木,,,,-750,807,現金ﾁｬｰｼﾞ
2015/06/02,,,,,,,641,57,物販
2015/06/01,,メトロ,新富町,,メトロ,豊洲,165,698,
2015/06/01,,東武,五反野,,メトロ,築地,339,863,
2015/06/01,,メトロ,築地,,,,-1000,1202,現金ﾁｬｰｼﾞ
2015/05/31,,東武,栃木,○,東武,新越谷,802,202,
2015/05/31,,東武,栃木,,,,-1000,1004,現金ﾁｬｰｼﾞ
2015/05/29,○,東武,新越谷,,東武,栃木,802,4,
2015/05/29,,東武,栃木,,,,-520,806,現金ﾁｬｰｼﾞ
2015/05/28,,JR東,東京,,JR東,さいたま新都心,464,286,
2015/05/28,,メトロ,豊洲,,メトロ,有楽町,165,750,
2015/05/28,,メトロ,月島,,メトロ,豊洲,53,915,
2015/05/28,,都営,新御徒町,,都営,月島,216,968,
2015/05/28,,TX,北千住,,TX,新御徒町,247,1184,
2015/05/28,,東武,五反野,,東武,北千住,144,1431,
2015/05/27,,東武,五反野,,,,-1000,1575,現金ﾁｬｰｼﾞ
2015/05/24,,東武,栃木,○,東武,新越谷,802,575,
2015/05/24,,東武,栃木,,,,-1000,1377,現金ﾁｬｰｼﾞ
2015/05/23,○,東武,新越谷,,東武,栃木,802,377,
2015/05/22,,東武,五反野,,,,-1000,1179,現金ﾁｬｰｼﾞ
2015/05/21,,メトロ,上野,,東武,五反野,186,179,
2015/05/21,,メトロ,虎ノ門,,メトロ,上野,195,365,
2015/05/21,○,東武,五反野,,JR東,新橋,360,560,
2015/05/21,,JR東,さいたま新都心,○,JR東,与野,133,920,
2015/05/20,,JR東,越谷レイクタウン,,JR東,南越谷,133,1053,
2015/05/20,,JR東,越谷レイクタウン,,,,-1000,1186,現金ﾁｬｰｼﾞ
2015/05/20,○,JR東,南越谷,,JR東,越谷レイクタウン,133,186,
2015/05/17,,東武,栃木,○,東武,新越谷,802,319,
2015/05/16,,東武,栗橋,,東武,栃木,463,1121,
2015/05/16,○,JR東,与野,,JR東,栗橋,496,1584,
2015/05/16,,JR東,新橋,○,東武,五反野,360,2080,
2015/05/16,,ゆり,台場,,ゆり,新橋,319,2440,
2015/05/16,,ゆり,台場,,,,-2000,2759,現金ﾁｬｰｼﾞ
2015/05/16,,ゆり,新橋,,ゆり,台場,319,759,
2015/05/16,○,東武,五反野,,JR東,新橋,360,1078,
2015/05/16,,JR東,栗橋,○,JR東,与野,496,1438,
2015/05/16,,東武,栃木,,東武,栗橋,463,1934,
2015/05/16,,東武,栃木,,,,-2000,2397,現金ﾁｬｰｼﾞ
2015/05/16,○,東武,新越谷,,東武,栃木,802,397,
2015/05/15,,東武,五反野,,,,-1000,1199,現金ﾁｬｰｼﾞ
2015/05/10,,東武,栃木,○,東武,新越谷,802,199,
2015/05/10,,東武,栃木,,,,-1000,1001,現金ﾁｬｰｼﾞ
2015/05/09,○,東武,新越谷,,東武,栃木,802,1,
2015/05/09,,東武,栃木,,,,-690,803,現金ﾁｬｰｼﾞ
2015/05/07,,東武,新越谷,,東武,五反野,247,113,
2015/05/07,,JR東,与野,,JR東,南越谷,302,360,
2015/05/07,,JR東,南越谷,,JR東,与野,302,662,
2015/05/07,,東武,五反野,,東武,新越谷,247,964,
2015/05/06,,東武,栃木,,東武,五反野,885,1211,
2015/05/06,,東武,栃木,,,,-1000,2096,現金ﾁｬｰｼﾞ
2015/05/02,,東武,五反野,,東武,栃木,885,1096,
2015/05/01,,東武,五反野,,,,-1000,1981,現金ﾁｬｰｼﾞ
2015/05/01,,東武,新越谷,,東武,五反野,247,981,
2015/05/01,,東武,五反野,,,,-1000,1228,現金ﾁｬｰｼﾞ
2015/05/01,,JR東,与野,,JR東,南越谷,302,228,
2015/05/01,,JR東,新宿,,JR東,さいたま新都心,464,530,
2015/05/01,,JR東,秋葉原,,JR東,新宿,165,994,
2015/05/01,,TX,青井,,TX,秋葉原,329,1159,
2015/04/30,,東武,栃木,,東武,五反野,885,1488,
2015/04/30,,東武,栃木,,,,-2000,2373,現金ﾁｬｰｼﾞ
2015/04/29,,東武,五反野,,東武,栃木,885,373,
2015/04/28,,東武,五反野,,,,-1000,1258,現金ﾁｬｰｼﾞ
2015/04/28,,JR東,神田,,東武,五反野,309,258,
2015/04/28,,東急,溝の口,,メトロ,神田,390,567,
2015/04/28,,,,,,,206,957,ﾊﾞｽ/路面等
2015/04/28,,,,,,,206,1163,ﾊﾞｽ/路面等
2015/04/28,,メトロ,上野,,東急,溝の口,267,1369,
2015/04/28,,東急,溝の口,,,,-1000,1636,現金ﾁｬｰｼﾞ
2015/04/28,,東武,五反野,,メトロ,上野,309,636,
2015/04/27,,メトロ,上野,,東武,五反野,165,945,
2015/04/27,,東武,五反野,,,,-1000,1110,現金ﾁｬｰｼﾞ
2015/04/27,,東急,溝の口,,メトロ,上野,411,110,
2015/04/27,,,,,,,206,521,ﾊﾞｽ/路面等
2015/04/27,,,,,,,206,727,ﾊﾞｽ/路面等
2015/04/27,,メトロ,上野,,東急,溝の口,267,933,
2015/04/27,,東急,溝の口,,,,-1000,1200,現金ﾁｬｰｼﾞ
2015/04/27,,東武,五反野,,メトロ,上野,309,200,
2015/04/26,,メトロ,銀座,,東武,五反野,339,509,
2015/04/26,,東武,五反野,,メトロ,銀座,339,848,
2015/04/26,,東武,五反野,,,,-1000,1187,現金ﾁｬｰｼﾞ
2015/04/26,,東武,栃木,,東武,五反野,885,187,
2015/04/26,,東武,栃木,,,,-1000,1072,現金ﾁｬｰｼﾞ
2015/04/25,,東武,五反野,,東武,栃木,885,72,
2015/04/24,,メトロ,上野,,東武,五反野,165,957,
2015/04/24,,東急,溝の口,,メトロ,上野,411,1122,
2015/04/24,,東急,溝の口,,,,-1000,1533,現金ﾁｬｰｼﾞ
2015/04/24,,,,,,,206,533,ﾊﾞｽ/路面等
2015/04/24,,メトロ,上野,,東急,溝の口,267,739,
2015/04/24,,東武,五反野,,メトロ,上野,309,1006,
2015/04/23,,東武,五反野,,,,-1000,1315,現金ﾁｬｰｼﾞ
2015/04/23,,メトロ,上野,,東武,五反野,165,315,
2015/04/23,,東急,溝の口,,メトロ,上野,411,480,
2015/04/23,,,,,,,76,891,ﾊﾞｽ/路面等
2015/04/23,,メトロ,上野,,東急,溝の口,267,967,
2015/04/23,,メトロ,上野,,,,-1000,1234,現金ﾁｬｰｼﾞ
2015/04/23,,東武,五反野,,メトロ,上野,309,234,
2015/04/22,,メトロ,上野,,東武,五反野,165,543,
2015/04/22,,東急,溝の口,,メトロ,上野,411,708,
2015/04/22,,,,,,,6,1119,ﾊﾞｽ/路面等
2015/04/22,,,,,,,206,1125,ﾊﾞｽ/路面等
2015/04/22,,東急,溝の口,,,,-1000,1331,現金ﾁｬｰｼﾞ
2015/04/22,,メトロ,上野,,東急,溝の口,267,331,
2015/04/22,,東武,五反野,,メトロ,上野,309,598,
2015/04/21,,メトロ,上野,,東武,五反野,165,907,
2015/04/21,,メトロ,上野,,,,-1000,1072,現金ﾁｬｰｼﾞ
2015/04/21,,東急,溝の口,,メトロ,上野,411,72,
2015/04/21,,,,,,,206,483,ﾊﾞｽ/路面等
2015/04/21,,,,,,,206,689,ﾊﾞｽ/路面等
2015/04/21,,メトロ,上野,,東急,溝の口,267,895,
2015/04/21,,東武,五反野,,メトロ,上野,309,1162,
2015/04/21,,メトロ,上野,,,,-1000,1471,現金ﾁｬｰｼﾞ
2015/04/20,,メトロ,上野,,東武,五反野,165,471,
2015/04/20,,東急,溝の口,,メトロ,上野,411,636,
2015/04/20,,,,,,,206,1047,ﾊﾞｽ/路面等
2015/04/20,,,,,,,46,1253,ﾊﾞｽ/路面等
2015/4/20,,,,,,,576,1299,五反野→溝の口
2015/4/19,,,,,,,-1000,1875,チャージ
2015/4/19,,,,,,,885,875,栃木->五反野
2015/4/19,,,,,,,-1000,1760,現金チャージ
2015/4/18,,東武,五反野,,東武,栃木,885,760,
2015/4/18,,東武,栃木,,,,-1000,1645,現金ﾁｬｰｼﾞ
2015/4/17,,メトロ,上野,,東武,五反野,165,645,
2015/4/17,,東急,溝の口,,メトロ,上野,411,810,
2015/4/17,,メトロ,上野,,,,-1000,1221,現金ﾁｬｰｼﾞ
2015/4/17,,,,,,,206,221,ﾊﾞｽ/路面等
2015/4/17,,東武,五反野,,東急,溝の口,576,427,
2015/4/16,,東武,五反野,,,,-1000,1003,現金ﾁｬｰｼﾞ
2015/4/16,,メトロ,上野,,東武,五反野,309,3,
2015/4/16,,JR東,さいたま新都心,,JR東,上野,464,312,
2015/4/16,,JR東,新橋,,JR東,さいたま新都心,550,776,
2015/4/16,,東急,溝の口,,メトロ,新橋,381,1326,
2015/4/16,,,,,,,206,1707,ﾊﾞｽ/路面等
2015/4/16,,東急,溝の口,,,,-1000,1913,現金ﾁｬｰｼﾞ
2015/4/16,,メトロ,茅場町,,東急,溝の口,390,913,
2015/4/16,,メトロ,茅場町,,,,-1000,1303,現金ﾁｬｰｼﾞ
2015/4/16,,東武,五反野,,メトロ,茅場町,339,303,
2015/4/15,,メトロ,八丁堀,,東武,五反野,339,642,
2015/4/15,,メトロ,銀座,,メトロ,八丁堀,165,981,
2015/4/15,,東急,溝の口,,メトロ,銀座,390,1146,
2015/4/15,,,,,,,206,1536,ﾊﾞｽ/路面等
2015/4/15,,メトロ,上野,,東急,溝の口,267,1742,
2015/4/15,,東武,五反野,,メトロ,上野,309,2009,
2015/4/14,,東武,五反野,,,,-2000,2318,現金ﾁｬｰｼﾞ
2015/4/14,,メトロ,上野,,東武,五反野,165,318,
2015/4/14,,東急,溝の口,,メトロ,上野,411,483,
2015/4/14,,,,,,,206,894,ﾊﾞｽ/路面等
2015/4/14,,,,,,,-1000,1100,現金ﾁｬｰｼﾞ
2015/4/14,,,,,,,206,100,ﾊﾞｽ/路面等
2015/4/14,,メトロ,上野,,東急,溝の口,267,306,
2015/4/14,,東武,五反野,,メトロ,上野,309,573,
2015/4/13,,メトロ,上野,,東武,五反野,165,882,
2015/4/13,,東急,溝の口,,メトロ,上野,411,1047,
2015/4/13,,,,,,,46,1458,ﾊﾞｽ/路面等
2015/4/13,,,,,,,206,1504,ﾊﾞｽ/路面等
2015/4/13,,メトロ,上野,,東急,溝の口,267,1710,
2015/4/13,,東武,五反野,,メトロ,上野,309,1977,
2015/4/12,,東武,五反野,,,,-2000,2286,現金ﾁｬｰｼﾞ
2015/4/12,,東武,栃木,,東武,五反野,885,286,
2015/4/12,,東武,栃木,,,,-1000,1171,現金ﾁｬｰｼﾞ
2015/4/11,,東武,五反野,,東武,栃木,885,171,
2015/4/10,,東武,五反野,,,,-1000,1056,現金ﾁｬｰｼﾞ
2015/4/10,,メトロ,秋葉原,,東武,五反野,339,56,
2015/4/10,,JR東,大崎,,JR東,秋葉原,194,395,
2015/4/10,,JR東,渋谷,,JR東,大崎,154,589,
2015/4/10,,東急,溝の口,,東急,渋谷,216,743,
2015/4/10,,,,,,,206,959,ﾊﾞｽ/路面等
2015/4/10,,,,,,,206,1165,ﾊﾞｽ/路面等
2015/4/10,,メトロ,上野,,東急,溝の口,267,1371,
2015/4/10,,東武,五反野,,メトロ,上野,309,1638,
2015/4/9,,メトロ,上野,,東武,五反野,165,1947,
2015/4/9,,東急,溝の口,,メトロ,上野,411,2112,
2015/4/9,,東急,溝の口,,,,-1000,2523,現金ﾁｬｰｼﾞ
2015/4/9,,,,,,,206,1523,ﾊﾞｽ/路面等
2015/4/9,,,,,,,106,1729,ﾊﾞｽ/路面等
2015/4/9,,メトロ,上野,,東急,溝の口,267,1835,
2015/4/9,,東武,五反野,,メトロ,上野,309,2102,
2015/4/9,,メトロ,上野,,,,-2000,2411,現金ﾁｬｰｼﾞ
2015/4/8,,メトロ,上野,,東武,五反野,165,411,
2015/4/8,,メトロ,三越前,,メトロ,上野,21,576,
2015/4/8,,東急,溝の口,,メトロ,三越前,390,597,
2015/4/8,,,,,,,206,987,ﾊﾞｽ/路面等
2015/4/8,,,,,,,-1000,1193,現金ﾁｬｰｼﾞ
2015/4/8,,,,,,,206,193,ﾊﾞｽ/路面等
2015/4/8,,メトロ,上野,,東急,溝の口,267,399,
2015/4/8,,東武,五反野,,メトロ,上野,309,666,
2015/4/7,,メトロ,上野,,東武,五反野,165,975,
2015/4/7,,東急,溝の口,,メトロ,上野,411,1140,
2015/4/7,,,,,,,206,1551,ﾊﾞｽ/路面等
2015/4/7,,,,,,,206,1757,ﾊﾞｽ/路面等
2015/4/7,,メトロ,上野,,東急,溝の口,267,1963,
2015/4/7,,メトロ,入谷,,メトロ,上野,165,2230,
2015/4/7,,東武,五反野,,メトロ,入谷,309,2395,
2015/4/6,,東武,五反野,,,,-2000,2704,現金ﾁｬｰｼﾞ
2015/4/6,,メトロ,上野,,東武,五反野,165,704,
2015/4/6,,東急,溝の口,,メトロ,上野,411,869,
2015/4/6,,,,,,,206,1280,ﾊﾞｽ/路面等
2015/4/6,,,,,,,106,1486,ﾊﾞｽ/路面等
2015/4/6,,メトロ,上野,,東急,溝の口,267,1592,
2015/4/6,,東武,五反野,,メトロ,上野,309,1859,
2015/4/5,,東武,五反野,,,,-2000,2168,現金ﾁｬｰｼﾞ
2015/4/5,,東武,栃木,,東武,五反野,885,168,
2015/4/5,,東武,栃木,,,,-1000,1053,現金ﾁｬｰｼﾞ
2015/4/4,,東武,五反野,,東武,栃木,885,53,
2015/4/3,,,,,,,206,938,ﾊﾞｽ/路面等
2015/4/3,,,,,,,-1000,1144,現金ﾁｬｰｼﾞ
2015/4/3,,,,,,,206,144,ﾊﾞｽ/路面等
2015/4/2,,,,,,,206,350,ﾊﾞｽ/路面等
2015/4/2,,,,,,,206,556,ﾊﾞｽ/路面等
2015/4/1,,,,,,,206,762,ﾊﾞｽ/路面等
2015/4/1,,,,,,,26,968,ﾊﾞｽ/路面等
2015/3/31,,,,,,,206,994,ﾊﾞｽ/路面等
2015/3/31,,,,,,,-1000,1200,現金ﾁｬｰｼﾞ
2015/3/31,,,,,,,206,200,ﾊﾞｽ/路面等
2015/3/31,,TX,北千住,,TX,青井,206,406,
2015/3/30,,,,,,,206,612,ﾊﾞｽ/路面等
2015/3/30,,,,,,,206,818,ﾊﾞｽ/路面等
2015/3/30,,東急,溝の口,,,,-1000,1024,現金ﾁｬｰｼﾞ
2015/3/29,,東武,栃木,,東武,五反野,885,24,
2015/3/28,,東武,東武動物公園,,東武,栃木,586,909,
2015/3/28,,東武,五反野,,東武,東武動物公園,463,1495,
2015/3/27,,東武,五反野,,,,-1000,1958,現金ﾁｬｰｼﾞ
2015/3/27,,,,,,,36,958,ﾊﾞｽ/路面等
2015/3/27,,,,,,,206,994,ﾊﾞｽ/路面等
2015/3/27,,東急,溝の口,,,,-1000,1200,現金ﾁｬｰｼﾞ
2015/3/26,,,,,,,206,200,ﾊﾞｽ/路面等
2015/3/26,,,,,,,206,406,ﾊﾞｽ/路面等
2015/3/25,,,,,,,206,612,ﾊﾞｽ/路面等
2015/3/24,,,,,,,206,818,ﾊﾞｽ/路面等
2015/3/24,○,メトロ,赤坂見附,,メトロ,九段下,165,1024,
2015/3/23,,,,,,,76,1189,ﾊﾞｽ/路面等
2015/3/22,,東武,五反野,,,,-1000,1265,現金ﾁｬｰｼﾞ
2015/3/22,,東武,栃木,,東武,五反野,885,265,
2015/3/22,,東武,栃木,,,,-1000,1150,現金ﾁｬｰｼﾞ
2015/3/21,,東武,五反野,,東武,栃木,885,150,
2015/3/20,,メトロ,上野,,,,-1000,1035,現金ﾁｬｰｼﾞ
2015/3/20,,,,,,,6,35,ﾊﾞｽ/路面等
2015/3/20,,,,,,,206,41,ﾊﾞｽ/路面等
2015/3/19,,,,,,,206,247,ﾊﾞｽ/路面等
2015/3/19,,,,,,,206,453,ﾊﾞｽ/路面等
2015/3/18,,,,,,,206,659,ﾊﾞｽ/路面等
2015/3/17,,,,,,,46,865,ﾊﾞｽ/路面等
2015/3/17,,,,,,,206,911,ﾊﾞｽ/路面等
2015/3/17,,東急,溝の口,,,,-1000,1117,現金ﾁｬｰｼﾞ
2015/3/16,,,,,,,206,117,ﾊﾞｽ/路面等
2015/3/14,,,,,,,206,323,ﾊﾞｽ/路面等
2015/3/13,,,,,,,206,529,ﾊﾞｽ/路面等
2015/3/13,,,,,,,206,735,ﾊﾞｽ/路面等
2015/3/12,,,,,,,46,941,ﾊﾞｽ/路面等
2015/3/12,,,,,,,206,987,ﾊﾞｽ/路面等
2015/3/12,,東急,溝の口,,,,-1000,1193,現金ﾁｬｰｼﾞ
2015/3/11,,,,,,,206,193,ﾊﾞｽ/路面等
2015/3/11,,,,,,,206,399,ﾊﾞｽ/路面等
2015/3/10,,,,,,,206,605,ﾊﾞｽ/路面等
2015/3/9,,,,,,,106,811,ﾊﾞｽ/路面等
2015/3/9,,,,,,,206,917,ﾊﾞｽ/路面等
2015/3/8,,東武,五反野,,,,-1000,1123,現金ﾁｬｰｼﾞ
2015/3/8,,東武,栃木,,東武,五反野,885,123,
2015/3/8,,東武,栃木,,,,-1000,1008,現金ﾁｬｰｼﾞ
2015/3/7,,東武,五反野,,東武,栃木,885,8,
2015/3/7,,東武,栃木,,,,-120,893,現金ﾁｬｰｼﾞ
2015/3/6,,,,,,,206,773,ﾊﾞｽ/路面等
2015/3/6,,,,,,,206,979,ﾊﾞｽ/路面等
2015/3/5,,東武,五反野,,,,-1000,1185,現金ﾁｬｰｼﾞ
2015/3/5,,,,,,,206,185,ﾊﾞｽ/路面等
2015/3/5,,,,,,,206,391,ﾊﾞｽ/路面等
2015/3/4,,,,,,,106,597,ﾊﾞｽ/路面等
2015/3/4,,,,,,,206,703,ﾊﾞｽ/路面等
2015/3/3,,,,,,,206,909,ﾊﾞｽ/路面等
2015/3/3,,,,,,,-1000,1115,現金ﾁｬｰｼﾞ
2015/3/3,,,,,,,206,115,ﾊﾞｽ/路面等
2015/3/2,,,,,,,206,321,ﾊﾞｽ/路面等
2015/3/2,,,,,,,206,527,ﾊﾞｽ/路面等
2015/3/1,,東武,栃木,,東武,五反野,885,733,
2015/3/1,,東武,栃木,,,,-1000,1618,現金ﾁｬｰｼﾞ
2015/2/28,,東武,五反野,,東武,栃木,885,618,
2015/2/28,,東武,五反野,,,,-1000,1503,現金ﾁｬｰｼﾞ
2015/2/27,,,,,,,46,503,ﾊﾞｽ/路面等
2015/2/27,,,,,,,206,549,ﾊﾞｽ/路面等
2015/2/26,,,,,,,206,755,ﾊﾞｽ/路面等
2015/2/26,,,,,,,206,961,ﾊﾞｽ/路面等
2015/2/26,,,,,,,-1000,1167,現金ﾁｬｰｼﾞ
2015/2/25,,,,,,,206,167,ﾊﾞｽ/路面等
2015/2/25,,,,,,,206,373,ﾊﾞｽ/路面等
2015/2/24,,,,,,,46,579,ﾊﾞｽ/路面等
2015/2/24,,,,,,,206,625,ﾊﾞｽ/路面等
2015/2/23,,,,,,,206,831,ﾊﾞｽ/路面等
2015/2/23,,,,,,,206,1037,ﾊﾞｽ/路面等
2015/2/23,,東武,五反野,,,,-1000,1243,現金ﾁｬｰｼﾞ
2015/2/22,,東武,栃木,,東武,五反野,885,243,
2015/2/22,,東武,栃木,,東武,栃木,0,1128,窓出
2015/2/22,,東武,栃木,,,,-1000,1128,現金ﾁｬｰｼﾞ
2015/2/20,,東武,五反野,,東武,栃木,885,128,
2015/2/20,,,,,,,206,1013,ﾊﾞｽ/路面等
2015/2/19,,メトロ,上野,,,,-1000,1219,現金ﾁｬｰｼﾞ
2015/2/19,,,,,,,106,219,ﾊﾞｽ/路面等
2015/2/19,,,,,,,206,325,ﾊﾞｽ/路面等
2015/2/18,,,,,,,206,531,ﾊﾞｽ/路面等
2015/2/17,,,,,,,206,737,ﾊﾞｽ/路面等
2015/2/16,,,,,,,206,943,ﾊﾞｽ/路面等
2015/2/15,,東武,五反野,,,,-1000,1149,現金ﾁｬｰｼﾞ
2015/2/15,,東武,栃木,,東武,五反野,885,149,
2015/2/15,,東武,栃木,,,,-1000,1034,現金ﾁｬｰｼﾞ
2015/2/14,,東武,五反野,,東武,栃木,885,34,
2015/2/13,,,,,,,206,919,ﾊﾞｽ/路面等
2015/2/12,,東武,五反野,,,,-1000,1125,現金ﾁｬｰｼﾞ
2015/2/12,,,,,,,106,125,ﾊﾞｽ/路面等
2015/2/10,,,,,,,206,231,ﾊﾞｽ/路面等
2015/2/9,,,,,,,206,437,ﾊﾞｽ/路面等
2015/2/8,,東武,栃木,,東武,五反野,885,643,
2015/2/8,,東武,栃木,,,,-1000,1528,現金ﾁｬｰｼﾞ
2015/2/7,,東武,五反野,,東武,栃木,885,528,
2015/2/7,,東武,五反野,,,,-1000,1413,現金ﾁｬｰｼﾞ
2015/2/6,,,,,,,120,413,物販
2015/2/6,,,,,,,206,533,ﾊﾞｽ/路面等
2015/2/5,,,,,,,206,739,ﾊﾞｽ/路面等
2015/2/4,,,,,,,206,945,ﾊﾞｽ/路面等
2015/2/4,,東急,溝の口,,,,-1000,1151,現金ﾁｬｰｼﾞ
2015/2/3,,東武,栃木,,東武,五反野,885,151,
2015/2/3,,,,,,,-1000,1036,現金ﾁｬｰｼﾞ
2015/1/31,,東武,五反野,,東武,栃木,885,36,
2015/1/30,,,,,,,46,921,ﾊﾞｽ/路面等
2015/1/29,,,,,,,0,967,ﾊﾞｽ/路面等

